Unit Type,Unit No.,Address 1,Address 2,Easting,Northing,MH - MOUNTING HEIGHT,CT - COLUMN TYPE,LT - LAMP TYPE,LW - LAMP WATTS
LIGHTING COLUMN,3,ALBERT WALK,ASHTON-UNDER-LYNE,393210,398425,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALBERT WALK,ASHTON-UNDER-LYNE,393218,398414,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,ALBION DRIVE,DROYLSDEN,390377,398943,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALBION DRIVE,DROYLSDEN,390418,398959,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALBION DRIVE,DROYLSDEN,390446,398953,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALBION DRIVE,DROYLSDEN,390464,398926,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ALBION DRIVE,DROYLSDEN,390471,398904,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALBION FOLD,DROYLSDEN,390471,398639,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALBION FOLD,DROYLSDEN,390457,398664,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALBION FOLD,DROYLSDEN,390460,398684,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALBION FOLD,DROYLSDEN,390442,398677,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ALBION FOLD,DROYLSDEN,390435,398692,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ALBION FOLD,DROYLSDEN,390433,398676,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ALBION FOLD,DROYLSDEN,390413,398662,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ALBION FOLD,DROYLSDEN,390413,398637,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,ALBION FOLD,DROYLSDEN,390396,398615,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,ALBION FOLD,DROYLSDEN,390390,398598,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,ALBION FOLD,DROYLSDEN,390386,398574,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,ALBION FOLD,DROYLSDEN,390384,398552,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,13,ALBION FOLD,DROYLSDEN,390395,398552,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,14,ALBION FOLD,DROYLSDEN,390412,398544,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,15,ALBION FOLD,DROYLSDEN,390425,398533,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,16,ALBION FOLD,DROYLSDEN,390439,398535,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALBION GARDENS,STALYBRIDGE,396955,398543,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ALBION GARDENS,STALYBRIDGE,396962,398526,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ALBION GARDENS,STALYBRIDGE,396980,398501,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ALBION GARDENS,STALYBRIDGE,396999,398474,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ALBION GARDENS,STALYBRIDGE,396975,398460,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ALBION GARDENS,STALYBRIDGE,396954,398451,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,ALBION GARDENS,STALYBRIDGE,396956,398485,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,ALBION GARDENS,STALYBRIDGE,396939,398508,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,ALBION GARDENS,STALYBRIDGE,396933,398528,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,ALBION GARDENS,STALYBRIDGE,396915,398554,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11,ALBION GARDENS,STALYBRIDGE,396936,398548,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ALBION STREET,ASHTON-UNDER-LYNE,394225,399338,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALBION STREET,ASHTON-UNDER-LYNE,394206,399307,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALBION STREET,ASHTON-UNDER-LYNE,394213,399274,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALBION STREET,ASHTON-UNDER-LYNE,394234,399241,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ALBION STREET,ASHTON-UNDER-LYNE,394234,399213,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALBION STREET,STALYBRIDGE,396748,398556,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,ALBION STREET,STALYBRIDGE,396785,398550,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,3,ALBION STREET,STALYBRIDGE,396811,398555,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,ALBION STREET,STALYBRIDGE,396836,398574,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4A,ALBION STREET,STALYBRIDGE,396873,398572,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALBION WAY,ASHTON-UNDER-LYNE,393822.56,399361.56,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,2,ALBION WAY,ASHTON-UNDER-LYNE,393823.77,399342.08,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,3,ALBION WAY,ASHTON-UNDER-LYNE,393850.14,399363.77,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,4,ALBION WAY,ASHTON-UNDER-LYNE,393850.62,399344.65,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,5,ALBION WAY,ASHTON-UNDER-LYNE,393873.8,399364.13,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,6,ALBION WAY,ASHTON-UNDER-LYNE,393903.18,399344.26,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,7,ALBION WAY,ASHTON-UNDER-LYNE,393930.96,399361.06,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,8,ALBION WAY,ASHTON-UNDER-LYNE,393953,399338.71,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,9,ALBION WAY,ASHTON-UNDER-LYNE,393975.38,399354.99,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,10,ALBION WAY,ASHTON-UNDER-LYNE,393973.93,399336.65,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,11,ALBION WAY,ASHTON-UNDER-LYNE,394019.5,399356.05,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,12,ALBION WAY,ASHTON-UNDER-LYNE,394016.03,399330.15,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,13,ALBION WAY,ASHTON-UNDER-LYNE,394044.66,399325.67,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,14,ALBION WAY,ASHTON-UNDER-LYNE,394064.79,399341.04,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,15,ALBION WAY,ASHTON-UNDER-LYNE,394087.62,399319.4,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,16,ALBION WAY,ASHTON-UNDER-LYNE,394120.22,399331.56,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,17,ALBION WAY,ASHTON-UNDER-LYNE,394146.13,399309.31,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,18,ALBION WAY,ASHTON-UNDER-LYNE,394185.72,399314.08,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,19,ALBION WAY,ASHTON-UNDER-LYNE,394181.24,399300.99,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,20,ALBION WAY,ASHTON-UNDER-LYNE,394218.32,399301.06,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,21,ALBION WAY,ASHTON-UNDER-LYNE,394205.89,399287.18,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,22,ALBION WAY,ASHTON-UNDER-LYNE,394239.51,399288.02,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,23,ALBION WAY,ASHTON-UNDER-LYNE,394266.6,399277.15,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,1,ALDER CLOSE,ASHTON-UNDER-LYNE,393840,401147,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALDER CLOSE,ASHTON-UNDER-LYNE,393814,401129,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALDER CLOSE,ASHTON-UNDER-LYNE,393781,401119,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALDER CLOSE,ASHTON-UNDER-LYNE,393750,401115,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ALDER CLOSE,DUKINFIELD,396005,397458,5 Metre,CONCRETE,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,2,ALDER CLOSE,DUKINFIELD,396007,397487,5 Metre,CONCRETE,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,3,ALDER CLOSE,DUKINFIELD,396006,397512,5 Metre,CONCRETE,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,1,ALDER DRIVE,STALYBRIDGE,397507.69,399291.02,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ALDER DRIVE,STALYBRIDGE,397487.98,399301.07,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ALDER DRIVE,STALYBRIDGE,397468.53,399294.72,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ALDER DRIVE,STALYBRIDGE,397451.86,399307.82,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ALDER DRIVE,STALYBRIDGE,397449.88,399328.19,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ALDER DRIVE,STALYBRIDGE,397435.06,399346.32,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ALDER GROVE,DENTON,393263,395110,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ALDER GROVE,DENTON,393259,395084,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ALDER GROVE,DENTON,393266,395045,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ALDERDALE DRIVE,DROYLSDEN,389173,398804,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALDERDALE DRIVE,DROYLSDEN,389143,398806,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALDERDALE DRIVE,DROYLSDEN,389105,398786,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALDERDALE DRIVE,DROYLSDEN,389067,398786,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ALDERDALE DRIVE,DROYLSDEN,389061,398755,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ALDERDALE DRIVE,DROYLSDEN,389032,398770,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ALDERDALE DRIVE,DROYLSDEN,388999,398770,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ALDERDALE DRIVE,DROYLSDEN,388971,398756,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,ALDERDALE DRIVE,DROYLSDEN,388934,398755,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALDERGATE GROVE,ASHTON-UNDER-LYNE,395571,400338,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALDERGATE GROVE,ASHTON-UNDER-LYNE,395611,400331,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALDERGATE GROVE,ASHTON-UNDER-LYNE,395635,400355,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALDERGATE GROVE,ASHTON-UNDER-LYNE,395662,400382,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ALDERGATE GROVE,ASHTON-UNDER-LYNE,395685,400380,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ALDERGATE GROVE,ASHTON-UNDER-LYNE,395630,400363,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALDERLEY STREET,ASHTON-UNDER-LYNE,394559,400055,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALDERLEY STREET,ASHTON-UNDER-LYNE,394577,400040,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALDERLEY STREET,ASHTON-UNDER-LYNE,394598,400032,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ALDERLEY STREET,ASHTON-UNDER-LYNE,394632,400045,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ALDERLEY STREET,ASHTON-UNDER-LYNE,394665,400044,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ALDERLEY STREET,ASHTON-UNDER-LYNE,394696,400060,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ALDERLEY STREET,ASHTON-UNDER-LYNE,394721,400059,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ALDERLEY STREET,ASHTON-UNDER-LYNE,394749,400074,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,ALDERLEY STREET,ASHTON-UNDER-LYNE,394786,400074,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,ALDERLEY STREET,ASHTON-UNDER-LYNE,394823,400090,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,ALDERLEY STREET,ASHTON-UNDER-LYNE,394856,400090,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,ALDERLEY STREET,ASHTON-UNDER-LYNE,394878,400103,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,13,ALDERLEY STREET,ASHTON-UNDER-LYNE,394915,400102,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,1,ALDWINIANS CLOSE,AUDENSHAW,392218,396399,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ALDWINIANS CLOSE,AUDENSHAW,392199,396426,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ALDWINIANS CLOSE,AUDENSHAW,392185,396450,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ALDWYN CLOSE,AUDENSHAW,392444,396406,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ALDWYN CLOSE,AUDENSHAW,392436,396393,5 Metre,ALUMINIUM,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ALDWYN CLOSE,AUDENSHAW,392450,396398,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ALDWYN CLOSE,AUDENSHAW,392466,396386,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ALDWYN CLOSE,AUDENSHAW,392450,396392,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ALDWYN CLOSE,AUDENSHAW,392440,396381,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ALDWYN CLOSE,AUDENSHAW,392456,396368,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,ALDWYN CLOSE,AUDENSHAW,392471,396357,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6A,ALDWYN CLOSE,AUDENSHAW,392433,396374,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ALDWYN PARK ROAD,AUDENSHAW,391382,397534,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ALDWYN PARK ROAD,AUDENSHAW,391349,397538,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ALDWYN PARK ROAD,AUDENSHAW,391321,397527,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ALDWYN PARK ROAD,AUDENSHAW,391287,397531,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ALDWYN PARK ROAD,AUDENSHAW,391254,397519,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ALDWYN PARK ROAD,AUDENSHAW,391224,397524,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,ALDWYN PARK ROAD,AUDENSHAW,391194,397512,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,ALDWYN PARK ROAD,AUDENSHAW,391165,397517,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,ALDWYN PARK ROAD,AUDENSHAW,391143,397506,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,ALDWYN PARK ROAD,AUDENSHAW,391117,397511,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11,ALDWYN PARK ROAD,AUDENSHAW,391085,397499,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,12,ALDWYN PARK ROAD,AUDENSHAW,391048,397503,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,13,ALDWYN PARK ROAD,AUDENSHAW,391017,397497,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ALEXANDRA AVENUE,HYDE,394432,394524,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393809,399462,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393833,399485,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,3,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393863,399498,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393871,399525,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393904,399542,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,6,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393911,399570,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,7,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393942,399582,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,8,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393947,399608,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,9,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,393991,399638,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,394019,399667,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,ALEXANDRA ROAD,ASHTON-UNDER-LYNE,394037,399686,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALEXANDRA ROAD,DENTON,393291,395834,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ALEXANDRA ROAD,DENTON,393246,395829,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ALEXANDRA ROAD,DENTON,393216,395826,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,4,ALEXANDRA ROAD,DENTON,393190,395821,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,5,ALEXANDRA ROAD,DENTON,393180,395816,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,1,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394854,399581,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394849,399619,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394857,399646,6 Metre,UNKNOWN/NOT APPLICABLE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394846,399674,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394851,399709,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394838,399743,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394845,399770,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394833,399800,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394841,399826,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394829,399864,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,ALEXANDRA STREET,ASHTON-UNDER-LYNE,394834,399896,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ALEXANDRA STREET,HYDE,394411,394596,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ALEXANDRA STREET,HYDE,394409,394571,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ALEXANDRA STREET,HYDE,394414,394533,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ALEXANDRA STREET,HYDE,394401,394496,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ALEXANDRA STREET,HYDE,394407,394459,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
