Unit Type,Unit No.,Address 1,Address 2,Easting,Northing,MH - MOUNTING HEIGHT,CT - COLUMN TYPE,LT - LAMP TYPE,LW - LAMP WATTS
LIGHTING COLUMN,5,ST MARKS STREET,DUKINFIELD,393737,398257,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST MARKS STREET,DUKINFIELD,393748,398276,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ST MARKS STREET,DUKINFIELD,393713,398266,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ST MARKS STREET,DUKINFIELD,393728,398287,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST MARTINS CLOSE,DROYLSDEN,389682,399097,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST MARTINS CLOSE,DROYLSDEN,389649,399096,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST MARTINS CLOSE,DROYLSDEN,389631,399078,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST MARTINS CLOSE,DROYLSDEN,389611,399071,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST MARTINS CLOSE,DROYLSDEN,389603,399102,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST MARTINS CLOSE,DROYLSDEN,389619,399110,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST MARTINS CLOSE,HYDE,395977,394775,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST MARTINS CLOSE,HYDE,395998,394795,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST MARYS AVENUE,DENTON,393545,393958,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST MARYS AVENUE,DENTON,393542,393923,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST MARYS AVENUE,DENTON,393517,393889,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST MARYS AVENUE,DENTON,393486,393882,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,ST MARYS AVENUE,DENTON,393481,393919,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ST MARYS AVENUE,DENTON,393472,393945,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,ST MARYS AVENUE,DENTON,393470,393981,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST MARYS ROAD,HYDE,395335,396245,8 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,2,ST MARYS ROAD,HYDE,395336,396265,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,3,ST MARYS ROAD,HYDE,395348,396281,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,4,ST MARYS ROAD,HYDE,395351,396294,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,5,ST MARYS ROAD,HYDE,395385,396286,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,ST MARYS ROAD,HYDE,395387,396259,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,ST MARYS ROAD,HYDE,395383,396309,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,8,ST MARYS ROAD,HYDE,395413,396332,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,9,ST MARYS ROAD,HYDE,395426,396352,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,10,ST MARYS ROAD,HYDE,395452,396362,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,11,ST MARYS ROAD,HYDE,395467,396383,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,12,ST MARYS ROAD,HYDE,395491,396393,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,13,ST MARYS ROAD,HYDE,395524,396396,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,14,ST MARYS ROAD,HYDE,395554,396413,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,15,ST MARYS ROAD,HYDE,395574,396412,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,16,ST MARYS ROAD,HYDE,395605,396429,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,17,ST MARYS ROAD,HYDE,395640,396440,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,18,ST MARYS ROAD,HYDE,395680,396445,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,19,ST MARYS ROAD,HYDE,395711,396454,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,20,ST MARYS ROAD,HYDE,395727,396468,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,21,ST MARYS ROAD,HYDE,395744,396465,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,22,ST MARYS ROAD,HYDE,395774,396482,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,23,ST MARYS ROAD,HYDE,395802,396478,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,24,ST MARYS ROAD,HYDE,395815,396486,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,25,ST MARYS ROAD,HYDE,395841,396488,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,26,ST MARYS ROAD,HYDE,395864,396481,5 Metre,CONCRETE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,1,ST MICHAELS ROAD,HYDE,395994,394879,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST MICHAELS ROAD,HYDE,396024,394859,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST MICHAELS ROAD,HYDE,396044,394843,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST MICHAELS ROAD,HYDE,396063,394821,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST MICHAELS ROAD,HYDE,396074,394794,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST MICHAELS ROAD,HYDE,396066,394770,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ST MICHAELS ROAD,HYDE,396046,394751,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST MICHAELS SQUARE,ASHTON-UNDER-LYNE,394132,399076,10 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,250 WATTS
LIGHTING COLUMN,2,ST MICHAELS SQUARE,ASHTON-UNDER-LYNE,394157,399083,10 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,250 WATTS
LIGHTING COLUMN,3,ST MICHAELS SQUARE,ASHTON-UNDER-LYNE,394157,399054,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,4,ST MICHAELS SQUARE,ASHTON-UNDER-LYNE,394148,399050,10 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,250 WATTS
LIGHTING COLUMN,5,ST MICHAELS SQUARE,ASHTON-UNDER-LYNE,394132,399059,10 Metre,MILD STEEL,Ceramic Disc M Halide - CDO TT,250 WATTS
LIGHTING COLUMN,1,ST PAULS CLOSE,STALYBRIDGE,397192,398958,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST PAULS CLOSE,STALYBRIDGE,397210,398991,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST PAULS CLOSE,STALYBRIDGE,397230,399004,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST PAULS HILL ROAD,HYDE,396027,394944,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST PAULS HILL ROAD,HYDE,396024,394911,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST PAULS HILL ROAD,HYDE,396007,394892,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST PAULS HILL ROAD,HYDE,395992,394896,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST PAULS HILL ROAD,HYDE,395969,394891,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST PAULS HILL ROAD,HYDE,395949,394900,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,7,ST PAULS HILL ROAD,HYDE,395911,394899,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,8,ST PAULS HILL ROAD,HYDE,395892,394881,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,9,ST PAULS HILL ROAD,HYDE,395887,394858,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,10,ST PAULS HILL ROAD,HYDE,395890,394827,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,11,ST PAULS HILL ROAD,HYDE,395906,394802,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,12,ST PAULS HILL ROAD,HYDE,395933,394788,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,13,ST PAULS HILL ROAD,HYDE,395959,394760,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,14,ST PAULS HILL ROAD,HYDE,395991,394759,8 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,15,ST PAULS HILL ROAD,HYDE,396021,394746,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,16,ST PAULS HILL ROAD,HYDE,396029,394735,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,17,ST PAULS HILL ROAD,HYDE,396062,394720,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,18,ST PAULS HILL ROAD,HYDE,396072,394700,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST PAULS STREET,HYDE,395433,395445,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST PAULS STREET,HYDE,395426,395461,8 Metre,UNKNOWN/NOT APPLICABLE,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,1,ST PAULS STREET,STALYBRIDGE,397029,398628,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,ST PAULS STREET,STALYBRIDGE,397055,398644,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST PAULS STREET,STALYBRIDGE,397064,398673,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,ST PAULS STREET,STALYBRIDGE,397089,398689,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,ST PETERS CLOSE,ASHTON-UNDER-LYNE,392802,398652,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST PETERS CLOSE,ASHTON-UNDER-LYNE,392822,398670,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,ST PETERS CLOSE,ASHTON-UNDER-LYNE,392851,398684,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,ST PETERS CLOSE,ASHTON-UNDER-LYNE,392881,398696,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,ST PETERS CLOSE,ASHTON-UNDER-LYNE,392888,398713,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,ST PETERS CLOSE,ASHTON-UNDER-LYNE,392900,398688,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST PETERS DRIVE,HYDE,395917,394818,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST PETERS DRIVE,HYDE,395947,394828,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,ST PETERS STREET,ASHTON-UNDER-LYNE,393263,398712,5 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1A,ST PETERS STREET,ASHTON-UNDER-LYNE,393244,398693,6 Metre,CONCRETE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,ST STEPHENS AVENUE,AUDENSHAW,392361,397615,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,2,ST STEPHENS AVENUE,AUDENSHAW,392369,397577,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,ST STEPHENS AVENUE,AUDENSHAW,392398,397581,5 Metre,MILD STEEL,L.P.SODIUM,35 WATTS
LIGHTING COLUMN,1,STABLEFOLD,MOSSLEY,397186,401728,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,STABLEFOLD,MOSSLEY,397179,401702,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,STABLEFOLD,MOSSLEY,397197,401662,5 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,STABLEFOLD,MOSSLEY,397189,401628,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,STABLEFOLD,MOSSLEY,397200,401597,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,STAFFORD WALK,DENTON,393124,394105,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,STAFFORD WALK,DENTON,393110,394078,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,STAFFORD WALK,DENTON,393153,394092,6 Metre,CONCRETE,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,STAINMORE AVENUE,ASHTON-UNDER-LYNE,394499,401338,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,STAINMORE AVENUE,ASHTON-UNDER-LYNE,394501,401303,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,STAINMORE AVENUE,ASHTON-UNDER-LYNE,394512,401275,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,STAINMORE AVENUE,ASHTON-UNDER-LYNE,394531,401255,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,STAINMORE AVENUE,ASHTON-UNDER-LYNE,394541,401230,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,STAINMORE AVENUE,ASHTON-UNDER-LYNE,394558,401258,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,STALEY CLOSE,STALYBRIDGE,397229,398910,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,STALEY CLOSE,STALYBRIDGE,397240,398888,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,STALEY CLOSE,STALYBRIDGE,397267,398895,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,STALEY CLOSE,STALYBRIDGE,397252,398904,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,1,STALEY HALL CRESCENT,STALYBRIDGE,397279,399148,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,2,STALEY HALL CRESCENT,STALYBRIDGE,397277,399164,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,3,STALEY HALL CRESCENT,STALYBRIDGE,397258,399177,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,4,STALEY HALL CRESCENT,STALYBRIDGE,397234,399164,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,5,STALEY HALL CRESCENT,STALYBRIDGE,397234,399144,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,6,STALEY HALL CRESCENT,STALYBRIDGE,397213,399151,6 Metre,UNKNOWN/NOT APPLICABLE,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,STALEY HALL ROAD,STALYBRIDGE,397437,399062,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,2,STALEY HALL ROAD,STALYBRIDGE,397405,399090,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,3,STALEY HALL ROAD,STALYBRIDGE,397369,399086,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,4,STALEY HALL ROAD,STALYBRIDGE,397358,399060,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,5,STALEY HALL ROAD,STALYBRIDGE,397331,399039,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,6,STALEY HALL ROAD,STALYBRIDGE,397319,399008,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,7,STALEY HALL ROAD,STALYBRIDGE,397285,398982,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,8,STALEY HALL ROAD,STALYBRIDGE,397267,398947,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,9,STALEY HALL ROAD,STALYBRIDGE,397248,398925,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,10,STALEY HALL ROAD,STALYBRIDGE,397214,398919,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,11,STALEY HALL ROAD,STALYBRIDGE,397204,398939,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,12,STALEY HALL ROAD,STALYBRIDGE,397179,398948,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,13,STALEY HALL ROAD,STALYBRIDGE,397157,398982,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,14,STALEY HALL ROAD,STALYBRIDGE,397149,399007,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,15,STALEY HALL ROAD,STALYBRIDGE,397174,399028,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,16,STALEY HALL ROAD,STALYBRIDGE,397195,399054,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,17,STALEY HALL ROAD,STALYBRIDGE,397215,399083,6 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,18,STALEY HALL ROAD,STALYBRIDGE,397244,399105,5 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,70 WATTS
LIGHTING COLUMN,19,STALEY HALL ROAD,STALYBRIDGE,397254,399130,6 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),70 WATTS
LIGHTING COLUMN,1,STALEY ROAD,MOSSLEY,398200,401439,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,2,STALEY ROAD,MOSSLEY,398173,401446,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,3,STALEY ROAD,MOSSLEY,398147,401454,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,4,STALEY ROAD,MOSSLEY,398137,401480,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),100 WATTS
LIGHTING COLUMN,5,STALEY ROAD,MOSSLEY,398128,401507,10 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,150 WATTS
LIGHTING COLUMN,6,STALEY ROAD,MOSSLEY,398125,401544,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,7,STALEY ROAD,MOSSLEY,398102,401563,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,8,STALEY ROAD,MOSSLEY,398078,401596,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,9,STALEY ROAD,MOSSLEY,398055,401628,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,10,STALEY ROAD,MOSSLEY,398035,401655,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,11,STALEY ROAD,MOSSLEY,398020,401700,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,12,STALEY ROAD,MOSSLEY,398015,401730,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,13,STALEY ROAD,MOSSLEY,398006,401763,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,14,STALEY ROAD,MOSSLEY,397995,401795,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,15,STALEY ROAD,MOSSLEY,397989,401832,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,16,STALEY ROAD,MOSSLEY,397969,401855,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,17,STALEY ROAD,MOSSLEY,397945,401873,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,18,STALEY ROAD,MOSSLEY,397911,401890,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,19,STALEY ROAD,MOSSLEY,397878,401902,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,20,STALEY ROAD,MOSSLEY,397843,401914,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,21,STALEY ROAD,MOSSLEY,397807,401915,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,22,STALEY ROAD,MOSSLEY,397772,401916,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,23,STALEY ROAD,MOSSLEY,397742,401926,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,15A,STALEY ROAD,MOSSLEY,397995.34,401882.4,8 Metre,MILD STEEL,HP SODIUM TUBULAR PIA,100 WATTS
LIGHTING COLUMN,1,STALYBRIDGE ROAD,MOTTRAM,399300,395652,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,2,STALYBRIDGE ROAD,MOTTRAM,399304,395676,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,3,STALYBRIDGE ROAD,MOTTRAM,399294,395699,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,4,STALYBRIDGE ROAD,MOTTRAM,399270,395726,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,5,STALYBRIDGE ROAD,MOTTRAM,399266,395763,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,6,STALYBRIDGE ROAD,MOTTRAM,399243,395790,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,7,STALYBRIDGE ROAD,MOTTRAM,399240,395827,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,8,STALYBRIDGE ROAD,MOTTRAM,399218,395848,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,9,STALYBRIDGE ROAD,MOTTRAM,399220,395877,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,10,STALYBRIDGE ROAD,MOTTRAM,399207,395907,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,11,STALYBRIDGE ROAD,MOTTRAM,399192,395903,10 Metre,MILD STEEL,H.P.SODIUM(TUBULAR),150 WATTS
LIGHTING COLUMN,1,STALYHILL DRIVE,STALYBRIDGE,398119,397324,8 Metre,CONCRETE,L.P.SODIUM,90 WATTS
